baseline_MRs,baseline_MRs,baseline_MRs,baseline_MRs,baseline_MRs,baseline_MRs,conditional_MRs,conditional_MRs,conditional_MRs,conditional_MRs,conditional_MRs,conditional_MRs,full_GE,full_GE,full_GE,full_GE,full_GE,full_GE
x,success,status,nfev,fun,message,x,success,status,nfev,fun,message,x,success,status,nfev,fun,message
1.0068997054011617e-12,,,,-0.11831791467103758,,1.0068997054011617e-12,,,,-0.11831791467103758,,2.968100492211788e-12,,,,-2.220446049250313e-15,
1.7571194364800998e-13,,,,-1.1027148259935835,,1.7571194364800998e-13,,,,-1.1027148259935835,,1.8613654238373956e-13,,,,1.6653345369377348e-15,
1.243106665605404e-12,,,,-0.1072138280377104,,1.243106665605404e-12,,,,-0.1072138280377104,,4.825777212125089e-12,,,,-7.549516567451064e-15,
7.5622656790152e-13,,,,-0.16723203844206247,,7.5622656790152e-13,,,,-0.16723203844206247,,2.1035341567941275e-12,,,,-1.2878587085651816e-14,
1.5140335470686724e-12,,,,-0.08589399493932626,,1.5140335470686724e-12,,,,-0.08589399493932626,,5.658209536128067e-12,,,,-8.43769498715119e-15,
3.6467696847650017e-13,,,,-0.18813476419817787,,3.6467696847650017e-13,,,,-0.18813476419817787,,6.802257221484286e-13,,,,-2.220446049250313e-16,
6.74571719281821e-13,,,,-0.1952978765143374,,6.74571719281821e-13,,,,-0.1952978765143374,,2.4742334561926768e-12,,,,-1.3322676295501878e-15,
3.691408504659332e-13,,,,-0.2990379446086804,,3.691408504659332e-13,,,,-0.2990379446086804,,7.211831791063298e-13,,,,3.4416913763379853e-15,
3.4479497171351634e-13,,,,-0.23141500471669207,,3.4479497171351634e-13,,,,-0.23141500471669207,,6.283962090744085e-13,,,,2.6645352591003757e-15,
2.0214267787878252e-13,,,,-1.0796739306142733,,2.0214267787878252e-13,,,,-1.0796739306142733,,2.807525740211471e-13,,,,1.6653345369377348e-15,
1.4843181521304077e-13,,,,0.020611126817759562,,1.4843181521304077e-13,,,,0.020611126817759562,,1.6646204039708877e-13,,,,0.0,
2.904946574764778e-13,,,,-0.24663630421612903,,2.904946574764778e-13,,,,-0.24663630421612903,,4.619693541733258e-13,,,,1.4432899320127035e-15,
1.4465079175977724e-13,,,,-108.3022353473886,,1.4465079175977724e-13,,,,-108.3022353473886,,1.2153265228336917e-14,,,,-2.6645352591003757e-15,
3.983104615704138e-13,,,,-0.03827643731149499,,3.983104615704138e-13,,,,-0.03827643731149499,,5.289872642700638e-13,,,,4.440892098500626e-16,
1.91891368944022e-13,,,,-0.7358740819361393,,1.91891368944022e-13,,,,-0.7358740819361393,,2.3430072497083505e-13,,,,0.0,
,,,,,,,,,,,,0.9317563742074042,,,,1.1102230246251565e-15,
,,,,,,,,,,,,0.7699262897882756,,,,-1.3766765505351941e-14,
,,,,,,,,,,,,0.8304825874467381,,,,-1.7763568394002505e-15,
,,,,,,,,,,,,1.0080347200698978,,,,-1.0857981180834031e-13,
,,,,,,,,,,,,0.7403078774034207,,,,1.5543122344752192e-15,
,,,,,,,,,,,,0.9065071189784162,,,,1.2101430968414206e-14,
,,,,,,,,,,,,0.866843862398546,,,,-4.440892098500626e-16,
,,,,,,,,,,,,1.3614310268939194,,,,6.587952405823216e-12,
,,,,,,,,,,,,0.7984435142784784,,,,-2.6645352591003757e-14,
,,,,,,,,,,,,0.8027385661739153,,,,2.7755575615628914e-15,
,,,,,,,,,,,,1.2763455844622476,,,,1.1213252548714081e-14,
,,,,,,,,,,,,0.7888096622720208,,,,-1.3322676295501878e-15,
,,,,,,,,,,,,0.763179863893373,,,,-4.884981308350689e-15,
,,,,,,,,,,,,0.9856946743761219,,,,9.992007221626409e-16,
,,,,,,,,,,,,0.7124186526747517,,,,-2.842170943040401e-14,
,,,,,,,,,,,,0.7743291176449433,,,,-1.9539925233402755e-14,
,,,,,,,,,,,,0.7192239120313288,,,,-3.197442310920451e-14,
,,,,,,,,,,,,0.8556848077500029,,,,0.0,
,,,,,,,,,,,,0.7225981805421825,,,,-1.1102230246251565e-14,
,,,,,,,,,,,,0.8458369047477025,,,,2.4424906541753444e-15,
,,,,,,,,,,,,0.8606604412204542,,,,1.9984014443252818e-15,
,,,,,,,,,,,,0.9211568097201155,,,,1.887379141862766e-15,
,,,,,,,,,,,,0.9717464130727933,,,,1.1102230246251565e-16,
,,,,,,,,,,,,0.8904945088427265,,,,9.992007221626409e-16,
,,,,,,,,,,,,1.8574064947999898,,,,-9.51017042893909e-13,
,,,,,,,,,,,,0.9315241621878808,,,,4.440892098500626e-16,
,,,,,,,,,,,,0.9513064737448302,,,,0.0,
